history_id,employee_id,start_date,end_date,job_id,department_id
164,1119,2014-08-22,2015-06-12,19,5
165,1119,2015-06-12,,18,5
166,1120,2015-03-15,2016-11-30,24,6
167,1120,2016-11-30,,22,6
168,1121,2015-11-20,,16,4
169,1122,2018-05-17,,5,9
170,1123,2018-08-12,,28,8
171,1124,2022-03-08,2022-10-20,7,9
172,1124,2022-10-20,,7,9
173,1125,2023-09-09,,15,4
174,1126,2012-11-05,,3,1
175,1127,2017-05-05,,24,6
176,1128,2017-09-16,2018-12-28,12,3
177,1128,2018-12-28,2020-11-30,12,3
178,1128,2020-11-30,,9,3
179,1129,2024-11-26,,17,5
180,1130,2012-12-18,2014-09-16,8,9
181,1130,2014-09-16,,6,9
182,1131,2011-12-12,2013-07-30,26,10
183,1131,2013-07-30,,27,10
184,1132,2024-06-29,,16,4
185,1133,2015-11-18,,1,1
186,1134,2023-02-26,2023-12-01,11,3
187,1134,2023-12-01,,10,3
188,1135,2021-02-18,,9,3
189,1136,2022-09-18,,21,6
190,1137,2019-05-03,2019-11-19,15,4
191,1137,2019-11-19,,13,4
192,1138,2014-07-02,,28,8
193,1139,2012-05-01,,27,10
194,1140,2019-10-04,,27,10
195,1141,2017-01-16,2018-01-03,12,3
196,1141,2018-01-03,,9,3
197,1142,2013-11-25,,3,1
198,1143,2011-06-13,,17,5
199,1144,2016-04-11,,14,4
200,1145,2022-03-19,,26,10
201,1146,2011-04-04,,15,4
202,1147,2010-11-07,,18,5
203,1148,2012-04-07,,8,9
204,1149,2022-09-23,,4,1
205,1150,2025-07-19,,18,5
206,1151,2010-06-14,,5,9
207,1152,2025-08-21,,6,9
208,1153,2024-04-25,,2,1
209,1154,2016-01-10,,18,5
210,1155,2018-11-09,,29,8
211,1156,2011-07-03,2012-12-27,19,5
212,1156,2012-12-27,,18,5
213,1157,2015-12-04,2018-02-21,7,9
214,1157,2018-02-21,2020-06-25,6,9
215,1157,2020-06-25,,5,9
216,1158,2016-04-15,,23,6
217,1159,2013-07-26,,21,6
218,1160,2010-09-08,2011-08-21,25,10
219,1160,2011-08-21,,26,10
220,1161,2019-03-09,2020-05-11,15,4
221,1161,2020-05-11,,14,4
222,1162,2014-11-23,,24,6
223,1163,2024-09-18,,23,6
224,1164,2022-10-31,2024-09-23,27,10
225,1164,2024-09-23,,27,10
226,1165,2017-12-20,2020-05-07,21,6
227,1165,2020-05-07,,22,6
228,1166,2014-06-29,,25,10
229,1167,2023-10-13,,28,8
230,1168,2011-06-19,2012-03-10,7,9
231,1168,2012-03-10,2014-06-18,7,9
232,1168,2014-06-18,,5,9
233,1169,2010-06-29,2012-07-03,14,4
234,1169,2012-07-03,,16,4
235,1170,2013-06-08,,8,9
236,1171,2025-10-11,,18,5
237,1172,2015-12-04,,16,4
238,1173,2018-12-28,,22,6
239,1174,2025-05-09,2026-02-24,27,10
240,1174,2026-02-24,,25,10
241,1175,2017-10-03,,6,9
242,1176,2019-12-18,2020-11-22,25,10
243,1176,2020-11-22,,25,10
244,1177,2018-02-24,2020-05-07,16,4
245,1177,2020-05-07,2021-02-12,14,4
246,1177,2021-02-12,,14,4
247,1178,2013-09-06,,21,6
248,1179,2021-11-23,,12,3
249,1180,2017-09-09,2018-05-11,15,4
250,1180,2018-05-11,,16,4
251,1181,2017-11-25,,21,6
252,1182,2011-05-24,2013-11-06,18,5
253,1182,2013-11-06,2015-06-24,17,5
254,1182,2015-06-24,,20,5
255,1183,2022-05-21,,27,10
256,1184,2021-07-11,,6,9
257,1185,2025-11-15,,21,6
258,1186,2024-05-28,2025-12-08,8,9
259,1186,2025-12-08,,6,9
260,1187,2011-11-06,,15,4
261,1188,2017-06-10,2019-06-11,4,1
262,1188,2019-06-11,,1,1
263,1189,2025-05-20,,5,9
264,1190,2010-02-11,,9,3
265,1191,2011-08-23,,30,8
266,1192,2013-10-13,,23,6
267,1193,2024-01-21,2025-09-11,15,4
268,1193,2025-09-11,,13,4
269,1194,2015-05-11,,5,9
270,1195,2020-07-14,,15,4
271,1196,2019-02-07,,25,10
272,1197,2025-02-22,,21,6
273,1198,2014-11-10,,3,1
274,1199,2012-06-08,,8,9
275,1200,2021-11-19,,25,10
276,1201,2010-02-28,2011-08-20,25,10
277,1201,2011-08-20,,27,10
278,1202,2022-07-17,,28,8
279,1203,2013-04-05,2013-10-19,1,1
280,1203,2013-10-19,,2,1
281,1204,2021-08-15,2023-03-03,2,1
282,1204,2023-03-03,,3,1
283,1205,2022-07-17,2024-02-25,7,9
284,1205,2024-02-25,,8,9
285,1206,2022-08-19,2024-11-02,20,5
286,1206,2024-11-02,,19,5
287,1207,2016-06-11,,3,1
288,1208,2015-08-08,,14,4
289,1209,2022-12-08,,20,5
290,1210,2022-04-21,,7,9
291,1211,2014-05-26,2016-07-21,16,4
292,1211,2016-07-21,,14,4
293,1212,2024-02-16,,20,5
294,1213,2020-01-10,,24,6
295,1214,2019-12-24,,20,5
296,1215,2018-11-27,,1,1
297,1216,2025-08-24,,20,5
298,1217,2013-01-21,2013-12-06,1,1
299,1217,2013-12-06,,1,1
300,1218,2024-01-10,,25,10
301,1219,2010-06-08,2011-04-30,28,8
302,1219,2011-04-30,,30,8
303,1220,2013-04-11,,21,6
304,1221,2016-12-31,,29,8
305,1222,2010-12-11,2011-08-12,6,9
306,1222,2011-08-12,2013-09-17,8,9
307,1222,2013-09-17,,8,9
308,1223,2019-11-03,,23,6
309,1224,2013-06-23,,9,3
310,1225,2023-10-02,,30,8
311,1226,2014-12-14,,17,5
312,1227,2021-08-26,,5,9
313,1228,2017-07-27,2018-10-11,12,3
314,1228,2018-10-11,,11,3
315,1229,2010-10-11,2012-11-13,29,8
316,1229,2012-11-13,,29,8
317,1230,2018-03-27,,10,3
318,1231,2011-04-04,,4,1
319,1232,2025-08-26,,11,3
320,1233,2013-01-09,2014-12-06,27,10
321,1233,2014-12-06,,26,10
322,1234,2016-11-02,,21,6
323,1235,2020-02-04,,21,6
324,1236,2024-09-07,,17,5
325,1237,2010-06-26,,30,8
326,1238,2018-10-24,2020-04-07,14,4
327,1238,2020-04-07,2021-11-16,14,4
328,1238,2021-11-16,,13,4
329,1239,2025-06-11,,14,4
330,1240,2024-04-14,2026-04-10,30,8
331,1240,2026-04-10,,28,8
332,1241,2018-05-22,,30,8
333,1242,2020-04-06,,30,8
334,1243,2022-01-24,2023-01-09,2,1
335,1243,2023-01-09,,4,1
336,1244,2023-02-17,2024-07-15,5,9
337,1244,2024-07-15,,6,9
338,1245,2011-11-30,,30,8
339,1246,2024-01-19,2024-08-18,20,5
340,1246,2024-08-18,,18,5
341,1247,2023-06-18,,28,8
342,1248,2025-01-27,2025-09-04,6,9
343,1248,2025-09-04,,8,9
344,1249,2016-02-27,,9,3
345,1250,2024-03-04,2024-11-01,30,8
346,1250,2024-11-01,,28,8
347,1251,2011-07-10,2012-07-07,19,5
348,1251,2012-07-07,,19,5
349,1252,2020-05-01,,28,8
350,1253,2018-06-01,,17,5
351,1254,2018-05-24,,18,5
352,1255,2021-09-19,2022-03-18,29,8
353,1255,2022-03-18,,30,8
354,1256,2016-02-12,2018-03-19,30,8
355,1256,2018-03-19,,30,8
356,1257,2011-02-18,,4,1
357,1258,2025-09-01,2026-04-11,9,3
358,1258,2026-04-11,,11,3
359,1259,2012-07-13,,1,1
360,1260,2018-08-11,2020-08-13,14,4
361,1260,2020-08-13,,14,4
362,1261,2019-02-07,2020-12-03,6,9
363,1261,2020-12-03,,7,9
364,1262,2025-04-14,2026-01-27,28,8
365,1262,2026-01-27,,30,8
366,1263,2016-04-30,,3,1
367,1264,2011-08-11,2012-10-06,10,3
368,1264,2012-10-06,2013-09-03,9,3
369,1264,2013-09-03,,12,3
370,1265,2023-07-24,2024-02-02,14,4
371,1265,2024-02-02,,13,4
372,1266,2011-10-03,,20,5
373,1267,2016-08-10,,24,6
374,1268,2016-03-26,,9,3
375,1269,2021-02-14,,10,3
376,1270,2021-11-24,2022-09-04,29,8
377,1270,2022-09-04,,30,8
378,1271,2015-06-04,2017-08-02,27,10
379,1271,2017-08-02,,26,10
380,1272,2012-01-24,2012-08-08,1,1
381,1272,2012-08-08,,3,1
382,1273,2024-10-24,,19,5
383,1274,2018-10-22,,6,9
384,1275,2017-05-25,,18,5
385,1276,2016-10-16,,23,6
386,1277,2019-10-28,2021-10-31,28,8
387,1277,2021-10-31,,30,8
388,1278,2013-05-05,2014-08-29,30,8
389,1278,2014-08-29,,29,8
390,1279,2014-07-19,,6,9
391,1280,2023-01-20,,12,3
392,1281,2020-02-07,2020-08-24,11,3
393,1281,2020-08-24,,9,3
394,1282,2024-01-19,,16,4
395,1283,2010-08-27,,2,1
396,1284,2019-10-11,2020-05-13,8,9
397,1284,2020-05-13,,5,9
398,1285,2016-08-14,,11,3
399,1286,2014-12-27,2016-09-04,24,6
400,1286,2016-09-04,,23,6
401,1287,2012-12-23,2013-10-24,4,1
402,1287,2013-10-24,,1,1
403,1288,2025-06-29,,1,1
404,1289,2018-03-14,2019-07-17,27,10
405,1289,2019-07-17,2020-05-26,26,10
406,1289,2020-05-26,,27,10
407,1290,2018-05-13,,17,5
408,1291,2012-06-14,,26,10
409,1292,2022-12-24,,15,4
410,1293,2023-11-16,2025-07-20,20,5
411,1293,2025-07-20,,20,5
412,1294,2018-05-13,2019-11-27,23,6
413,1294,2019-11-27,,22,6
414,1295,2025-06-16,,12,3
415,1296,2011-12-17,,30,8
416,1297,2019-04-28,,16,4
417,1298,2013-12-03,2014-09-28,26,10
418,1298,2014-09-28,,26,10
419,1299,2024-08-31,,20,5
420,1300,2023-01-17,,3,1
421,1301,2025-05-13,2026-03-29,11,3
422,1301,2026-03-29,,11,3
423,1302,2022-07-13,2023-07-10,14,4
424,1302,2023-07-10,2024-07-09,14,4
425,1302,2024-07-09,,13,4
426,1303,2016-10-31,2018-04-03,22,6
427,1303,2018-04-03,,22,6
428,1304,2015-09-04,,4,1
429,1305,2022-12-20,2025-04-23,13,4
430,1305,2025-04-23,,15,4
431,1306,2019-02-21,,27,10
432,1307,2011-07-25,,26,10
433,1308,2023-05-06,,15,4
434,1309,2015-03-06,,8,9
435,1310,2021-04-28,,20,5
436,1311,2020-12-07,,27,10
437,1312,2018-03-21,2019-08-16,1,1
438,1312,2019-08-16,,3,1
439,1313,2017-04-25,,9,3
440,1314,2016-09-19,2018-02-15,22,6
441,1314,2018-02-15,,22,6
442,1315,2021-11-29,,17,5
443,1316,2024-10-27,2025-12-18,12,3
444,1316,2025-12-18,,10,3
445,1317,2014-07-26,,21,6
446,1318,2015-10-18,,18,5
447,1319,2022-10-22,,10,3
448,1320,2014-10-20,,9,3
449,1321,2023-08-03,,17,5
450,1322,2015-04-13,,17,5
451,1323,2025-08-05,,7,9
452,1324,2012-12-29,2015-02-27,24,6
453,1324,2015-02-27,,21,6
454,1325,2018-12-30,,18,5
455,1326,2014-11-01,,25,10
456,1327,2025-11-21,,27,10
457,1328,2013-10-23,,2,1
458,1329,2017-01-28,,24,6
459,1330,2022-07-31,2024-05-24,29,8
460,1330,2024-05-24,,28,8
461,1331,2015-07-10,2017-10-22,12,3
462,1331,2017-10-22,2020-01-28,10,3
463,1331,2020-01-28,,12,3
464,1332,2024-09-19,,3,1
465,1333,2010-06-18,,16,4
466,1334,2019-06-28,,27,10
467,1335,2025-05-07,,18,5
468,1336,2024-11-02,,1,1
469,1337,2012-05-21,,7,9
470,1338,2014-04-13,2016-04-29,10,3
471,1338,2016-04-29,,11,3
472,1339,2010-06-10,,29,8
473,1340,2023-09-19,,30,8
474,1341,2017-09-17,,18,5
475,1342,2020-10-30,2022-04-17,17,5
476,1342,2022-04-17,,18,5
477,1343,2022-08-09,2023-12-22,25,10
478,1343,2023-12-22,,25,10
479,1344,2012-05-13,,5,9
480,1345,2016-06-07,2017-11-04,16,4
481,1345,2017-11-04,2019-05-15,16,4
482,1345,2019-05-15,,13,4
483,1346,2021-08-09,,9,3
484,1347,2010-03-06,,19,5
485,1348,2012-10-29,2014-10-20,3,1
486,1348,2014-10-20,2016-04-23,1,1
487,1348,2016-04-23,,3,1
488,1349,2011-01-27,,19,5
489,1350,2021-08-01,,13,4
490,1351,2019-11-15,,30,8
491,1352,2016-06-30,,26,10
492,1353,2019-05-14,,21,6
493,1354,2022-02-18,,26,10
494,1355,2010-06-02,,16,4
495,1356,2021-11-03,2023-03-02,12,3
496,1356,2023-03-02,,12,3
497,1357,2017-04-09,2018-08-04,22,6
498,1357,2018-08-04,,21,6
499,1358,2022-06-05,2024-03-18,25,10
500,1358,2024-03-18,,25,10
501,1359,2020-06-03,,1,1
502,1360,2022-06-25,,25,10
503,1361,2010-03-20,2012-04-22,4,1
504,1361,2012-04-22,,4,1
505,1362,2012-10-19,,27,10
506,1363,2023-08-05,,30,8
507,1364,2010-07-09,2011-08-01,18,5
508,1364,2011-08-01,2013-01-03,17,5
509,1364,2013-01-03,,18,5
510,1365,2016-03-26,,2,1
511,1366,2024-01-18,,27,10
512,1367,2025-07-21,,4,1
513,1368,2020-05-30,,4,1
514,1369,2020-10-18,,19,5
515,1370,2015-04-29,,2,1
516,1371,2017-05-16,2019-10-17,23,6
517,1371,2019-10-17,,22,6
518,1372,2010-03-23,,25,10
519,1373,2015-11-15,2018-01-18,2,1
520,1373,2018-01-18,,2,1
521,1374,2014-04-03,,10,3
522,1375,2011-10-29,,28,8
523,1376,2010-10-27,,27,10
524,1377,2023-12-07,,4,1
525,1378,2022-04-01,,7,9
526,1379,2021-07-01,2022-03-07,4,1
527,1379,2022-03-07,2023-02-28,3,1
528,1379,2023-02-28,,4,1
529,1380,2022-07-11,,16,4
530,1381,2013-06-13,,1,1
531,1382,2022-05-27,,9,3
532,1383,2022-01-12,,25,10
533,1384,2011-06-09,,2,1
534,1385,2019-09-10,2021-01-22,27,10
535,1385,2021-01-22,,25,10
536,1386,2012-05-11,,5,9
537,1387,2020-05-07,2021-12-26,24,6
538,1387,2021-12-26,,23,6
539,1388,2013-12-28,2015-01-29,12,3
540,1388,2015-01-29,,11,3
541,1389,2012-01-19,2013-11-23,22,6
542,1389,2013-11-23,,21,6
543,1390,2014-10-18,,25,10
544,1391,2023-06-16,,11,3
545,1392,2023-10-29,,2,1
546,1393,2010-11-21,,19,5
547,1394,2011-07-28,,1,1
548,1395,2016-05-26,,10,3
549,1396,2022-01-18,2023-12-07,26,10
550,1396,2023-12-07,,25,10
551,1397,2018-08-13,2020-05-07,27,10
552,1397,2020-05-07,,27,10
553,1398,2010-10-10,,14,4
554,1399,2014-03-27,,25,10
555,1400,2021-01-11,2023-03-04,17,5
556,1400,2023-03-04,,17,5
557,1401,2014-04-21,2015-06-04,2,1
558,1401,2015-06-04,2017-01-09,2,1
559,1401,2017-01-09,,2,1
560,1402,2023-01-24,,17,5
561,1403,2017-05-29,,25,10
562,1404,2018-01-29,2020-05-02,21,6
563,1404,2020-05-02,,24,6
564,1405,2021-03-03,,9,3
565,1406,2016-04-15,2016-12-04,11,3
566,1406,2016-12-04,2019-05-09,9,3
567,1406,2019-05-09,,9,3
568,1407,2012-08-05,,25,10
569,1408,2024-11-20,,22,6
570,1409,2025-11-05,,17,5
571,1410,2018-10-19,,9,3
572,1411,2025-08-11,,10,3
573,1412,2024-07-31,,1,1
574,1413,2024-12-31,,8,9
575,1414,2022-06-22,2023-12-02,25,10
576,1414,2023-12-02,2024-09-04,25,10
577,1414,2024-09-04,,27,10
578,1415,2013-08-13,,10,3
579,1416,2021-09-21,,30,8
580,1417,2024-07-28,2025-11-17,7,9
581,1417,2025-11-17,,7,9
582,1418,2010-08-01,,24,6
583,1419,2020-12-24,,7,9
584,1420,2025-05-27,,11,3
585,1421,2015-02-18,2017-01-27,20,5
586,1421,2017-01-27,2019-04-21,19,5
587,1421,2019-04-21,,20,5
588,1422,2021-07-20,,12,3
589,1423,2011-09-08,,10,3
590,1424,2016-11-02,,4,1
591,1425,2021-01-13,2022-11-26,1,1
592,1425,2022-11-26,,3,1
593,1426,2017-12-07,2020-01-10,28,8
594,1426,2020-01-10,,29,8
595,1427,2025-04-16,2026-02-19,30,8
596,1427,2026-02-19,,30,8
597,1428,2016-06-29,2018-08-24,4,1
598,1428,2018-08-24,,1,1
599,1429,2024-02-09,,10,3
600,1430,2011-02-28,,4,1
601,1431,2012-07-02,2014-04-16,23,6
602,1431,2014-04-16,,21,6
603,1432,2025-10-21,,6,9
604,1433,2019-05-26,,5,9
605,1434,2014-02-16,,26,10
606,1435,2024-05-06,2026-02-07,15,4
607,1435,2026-02-07,,13,4
608,1436,2016-08-12,,12,3
609,1437,2023-01-17,2025-03-01,23,6
610,1437,2025-03-01,2026-05-23,23,6
611,1437,2026-05-23,,23,6
612,1438,2018-11-04,2020-01-30,18,5
613,1438,2020-01-30,,18,5
614,1439,2010-03-18,,5,9
615,1440,2022-03-20,2023-02-26,1,1
616,1440,2023-02-26,,4,1
617,1441,2018-01-06,2018-10-20,13,4
618,1441,2018-10-20,2019-10-21,13,4
619,1441,2019-10-21,,14,4
620,1442,2018-04-12,2019-05-11,20,5
621,1442,2019-05-11,,19,5
622,1443,2018-08-21,2020-08-19,6,9
623,1443,2020-08-19,,5,9
624,1444,2014-12-02,2017-01-11,27,10
625,1444,2017-01-11,,25,10
626,1445,2013-02-02,2014-12-17,13,4
627,1445,2014-12-17,,13,4
628,1446,2013-02-21,,10,3
629,1447,2015-10-15,2017-11-23,30,8
630,1447,2017-11-23,2018-06-14,28,8
631,1447,2018-06-14,,30,8
632,1448,2018-07-14,2020-11-12,24,6
633,1448,2020-11-12,,22,6
634,1449,2016-01-15,2017-10-11,13,4
635,1449,2017-10-11,,16,4
636,1450,2021-04-06,,27,10
637,1451,2012-12-10,,24,6
638,1452,2013-10-22,,8,9
639,1453,2019-11-21,2021-07-26,27,10
640,1453,2021-07-26,,27,10
641,1454,2022-10-15,,20,5
642,1455,2017-09-06,2019-03-22,21,6
643,1455,2019-03-22,,21,6
644,1456,2010-07-07,2012-11-05,13,4
645,1456,2012-11-05,,15,4
646,1457,2017-11-01,2019-11-02,18,5
647,1457,2019-11-02,,17,5
648,1458,2021-03-15,2022-12-30,12,3
649,1458,2022-12-30,,9,3
650,1459,2025-03-30,,25,10
651,1460,2013-12-20,,29,8
652,1461,2016-07-02,,5,9
653,1462,2019-04-21,,19,5
654,1463,2012-11-21,2013-09-21,27,10
655,1463,2013-09-21,,25,10
656,1464,2012-02-04,,22,6
657,1465,2015-11-04,2016-07-22,16,4
658,1465,2016-07-22,,13,4
659,1466,2011-08-26,,25,10
660,1467,2015-09-16,2016-07-20,2,1
661,1467,2016-07-20,,4,1
662,1468,2021-02-13,,7,9
663,1469,2012-05-31,2013-10-15,19,5
664,1469,2013-10-15,,19,5
665,1470,2014-03-04,,7,9
666,1471,2022-08-01,2023-03-12,14,4
667,1471,2023-03-12,,13,4
668,1472,2017-05-01,2018-09-28,28,8
669,1472,2018-09-28,,30,8
670,1473,2017-10-03,2019-08-28,19,5
671,1473,2019-08-28,,17,5
672,1474,2014-04-15,,14,4
673,1475,2012-10-31,,12,3
674,1476,2011-11-10,2013-03-10,19,5
675,1476,2013-03-10,,18,5
676,1477,2020-03-08,2021-04-03,23,6
677,1477,2021-04-03,,24,6
678,1478,2020-05-03,,6,9
679,1479,2019-01-12,,15,4
680,1480,2025-07-07,,25,10
681,1481,2013-03-07,,7,9
682,1482,2021-04-14,,18,5
683,1483,2014-12-10,,2,1
684,1484,2019-05-12,2020-01-27,24,6
685,1484,2020-01-27,2022-07-01,22,6
686,1484,2022-07-01,,23,6
687,1485,2016-06-19,,11,3
688,1486,2023-02-16,,10,3
689,1487,2014-06-23,,12,3
690,1488,2020-05-06,,29,8
691,1489,2021-08-14,,4,1
692,1490,2025-02-26,2025-09-01,28,8
693,1490,2025-09-01,,30,8
694,1491,2012-09-24,,29,8
695,1492,2016-07-03,,16,4
696,1493,2013-02-15,2014-10-28,28,8
697,1493,2014-10-28,,28,8
698,1494,2011-07-13,,19,5
699,1495,2012-03-01,2013-12-02,2,1
700,1495,2013-12-02,2014-08-27,2,1
701,1495,2014-08-27,,3,1
702,1496,2024-02-28,2025-09-14,7,9
703,1496,2025-09-14,,6,9
704,1497,2010-09-30,,1,1
705,1498,2019-08-04,,9,3
706,1499,2021-12-26,,11,3
707,1500,2021-01-26,2021-11-20,21,6
708,1500,2021-11-20,,21,6
709,1501,2020-09-17,,15,4
710,1502,2012-08-04,,27,10
711,1503,2012-11-04,2015-01-21,1,1
712,1503,2015-01-21,2017-05-25,1,1
713,1503,2017-05-25,,2,1
714,1504,2022-05-15,2023-07-14,19,5
715,1504,2023-07-14,,20,5
716,1505,2013-03-08,,13,4
717,1506,2014-08-13,,25,10
718,1507,2020-05-25,2022-06-01,7,9
719,1507,2022-06-01,,8,9
720,1508,2016-01-11,2018-05-05,3,1
721,1508,2018-05-05,2019-12-25,4,1
722,1508,2019-12-25,,1,1
723,1509,2023-09-09,,25,10
724,1510,2015-10-24,,2,1
725,1511,2017-04-29,,18,5
726,1512,2024-07-24,,2,1
727,1513,2015-06-15,2016-08-30,18,5
728,1513,2016-08-30,,17,5
729,1514,2022-10-09,2025-03-06,29,8
730,1514,2025-03-06,,29,8
731,1515,2012-09-16,,28,8
732,1516,2017-07-22,2019-10-18,15,4
733,1516,2019-10-18,,16,4
734,1517,2023-04-21,2024-09-13,5,9
735,1517,2024-09-13,2026-02-17,6,9
736,1517,2026-02-17,,7,9
737,1518,2010-12-10,,25,10
738,1519,2012-02-26,,7,9
739,1520,2012-06-16,2013-04-19,12,3
740,1520,2013-04-19,2014-04-27,9,3
741,1520,2014-04-27,,9,3
742,1521,2019-09-21,,7,9
